Original Cast	The Phantom of the Opera [Original Cast] Disc 2	Down Once More.../Track Down This Murderer...	F:\Music\Andrew Lloyd Webber\The Phantom of the Opera [Original\Original Cast - 07 - Down Once More..._Track Down This Murderer....mp3
Original Cast	The Phantom of the Opera [Original Cast] Disc 1	The Music of the Night	F:\Music\Andrew Lloyd Webber\The Phantom of the Opera [Original\Original Cast - 07 - The Music of the Night.mp3
Original Cast	The Phantom of the Opera [Original Cast] Disc 1	I Remember/Stranger Than You Dreamt It	F:\Music\Andrew Lloyd Webber\The Phantom of the Opera [Original\Original Cast - 08 - I Remember_Stranger Than You Dreamt It.mp3
Original Cast	The Phantom of the Opera [Original Cast] Disc 1	Magical Lasso	F:\Music\Andrew Lloyd Webber\The Phantom of the Opera [Original\Original Cast - 09 - Magical Lasso.mp3
Original Cast	The Phantom of the Opera [Original Cast] Disc 1	Notes/Prima Donna	F:\Music\Andrew Lloyd Webber\The Phantom of the Opera [Original\Original Cast - 10 - Notes_Prima Donna.mp3
Original Cast	The Phantom of the Opera [Original Cast] Disc 1	Poor Fool, He Makes Me Laugh	F:\Music\Andrew Lloyd Webber\The Phantom of the Opera [Original\Original Cast - 11 - Poor Fool, He Makes Me Laugh.mp3
Original Cast	The Phantom of the Opera [Original Cast] Disc 1	Why Have You Brought Me Here? Raoul, I've Been There	F:\Music\Andrew Lloyd Webber\The Phantom of the Opera [Original\Original Cast - 12 - Why Have You Brought Me Here_ Raoul, I've Been There.mp3
Original Cast	The Phantom of the Opera [Original Cast] Disc 1	All I Ask of You	F:\Music\Andrew Lloyd Webber\The Phantom of the Opera [Original\Original Cast - 13 - All I Ask of You.mp3
Original Cast	The Phantom of the Opera [Original Cast] Disc 1	All I Ask of You (Reprise)	F:\Music\Andrew Lloyd Webber\The Phantom of the Opera [Original\Original Cast - 14 - All I Ask of You (Reprise).mp3
Andy Rehnfelt		Enter Sandman (Smooth Jazz Version)	F:\Music\Andy Rehnfelt\Unknown Album\Andy Rehnfelt - Enter Sandman (Smooth Jazz Version).mp3
Anne Hathaway	Les Misérables (The Motion Picture Soundtrack)	I Dreamed a Dream	F:\Music\Anne Hathaway\Les Misérables (The Motion Picture\Anne Hathaway - 06 - I Dreamed a Dream.mp3
Anne Murray		Danny's Song	F:\Music\Anne Murray\Unknown Album\Anne Murray - Danny's Song.mp3
Aphex Twin		Ghost in the Shell	F:\Music\Aphex Twin\Unknown Album\Aphex Twin - Ghost in the Shell.mp3
Apocalyptica	Cult	Hall of the Mountain King	F:\Music\Apocalyptica\Cult\Apocalyptica - 11 - Hall of the Mountain King.mp3
Apocalyptica	Inquisition Symphony	From Out of Nowhere	F:\Music\Apocalyptica\Inquisition Symphony\Apocalyptica - 02 - From Out of Nowhere.mp3
Apocalyptica	Inquisition Symphony	Nothing Else Matters	F:\Music\Apocalyptica\Inquisition Symphony\Apocalyptica - 04 - Nothing Else Matters.mp3
Apoptygma Berzerk	Welcome To Earth	Starsign	F:\Music\Apoptygma Berzerk\Welcome To Earth\Apoptygma Berzerk - 02 - Starsign.mp3
Apres Ski Hut		Opblaaskrokodil	F:\Music\Apres Ski Hut\Unknown Album\Apres Ski Hut - Opblaaskrokodil.mp3
April Meservy	A More Excellent Way	I Know He Lives	F:\Music\April Meservy\A More Excellent Way\April Meservy - 05 - I Know He Lives.mp3
April Meservy	Stand in the Light	The Light	F:\Music\April Meservy\Stand in the Light\April Meservy - 04 - The Light.mp3
April Meservy	The Greatest Gift E.F.Y. 2006	Light Will Rise	F:\Music\April Meservy\The Greatest Gift E.F.Y. 2006\April Meservy - 02 - Light Will Rise.mp3
Aqua	Aquarium	Barbie Girl	F:\Music\Aqua\Aquarium\Aqua - 03 - Barbie Girl.mp3
Aramek	Tindeck	Ain't No Rest for the Wicked	F:\Music\Aramek\Tindeck\Aramek - Ain't No Rest for the Wicked.mp3
Aramek	Tindeck	What's Going On	F:\Music\Aramek\Tindeck\Aramek - What's Going On.mp3
Archie	Archie	Famous	F:\Music\Archie\Archie\Archie - Famous.mp3
Archie	Archie	Guess What	F:\Music\Archie\Archie\Archie - Guess What.mp3
Archie	Archie	Heart Attack (Club Edit)	F:\Music\Archie\Archie\Archie - Heart Attack (Club Edit).mp3
Archie	Archie	Kingdom (Club Mix) feat. Brenton Mattheus	F:\Music\Archie\Archie\Archie - Kingdom (Club Mix) feat. Brenton Mattheus.mp3
Archie	Archie	Lapdance (Original Mix)	F:\Music\Archie\Archie\Archie - Lapdance (Original Mix).mp3
Archie	Archie	Our World	F:\Music\Archie\Archie\Archie - Our World.mp3
Aretha Franklin		I Will Survive	F:\Music\Aretha Franklin\Unknown Album\Aretha Franklin - 02 - I Will Survive.mp3
Aretha Franklin		Respect	F:\Music\Aretha Franklin\Unknown Album\Aretha Franklin - 04 - Respect.mp3
Armand Van Halden by Cerrone		Je Suis Music (Club mix)	F:\Music\Armand Van Halden by Cerrone\Unknown Album\Armand Van Halden by Cerrone - Je Suis Music (Club mix).mp3
Arthur Lyman Group	The Music Man	76 Trombones	F:\Music\Arthur Lyman\The Music Man\Arthur Lyman Group - 16 - 76 Trombones.mp3
ATB	Movin' Melodies	Underwater World	F:\Music\ATB\Movin' Melodies\ATB - 03 - Underwater World.mp3
ATB	Movin' Melodies	Don't Stop	F:\Music\ATB\Movin' Melodies\ATB - 08 - Don't Stop.mp3
ATB	Movin' Melodies	Obsession	F:\Music\ATB\Movin' Melodies\ATB - 09 - Obsession.mp3
ATB	Movin' Melodies	Too Much Rain (ATB vs. W.v.E.)	F:\Music\ATB\Movin' Melodies\ATB - 32 - Too Much Rain (ATB vs. W.v.E.).mp3
ATB vs. DJ Jean		The Launch (Remix)	F:\Music\ATB\Unknown Album\ATB vs. DJ Jean - The Launch (Remix).mp3
Atomic Kitten	The Tide is High	The Tide Is High	F:\Music\Atomic Kitten\The Tide is High\Atomic Kitten - 01 - The Tide Is High.mp3
Audiobooks	A Christmas Carol	A Christmas Carol - Staves 1 & 2	F:\Music\Audiobooks\A Christmas Carol\Audiobooks - 01 - A Christmas Carol - Staves 1 & 2.mp3
Audiobooks	A Christmas Carol	A Christmas Carol - Staves 3 & 4	F:\Music\Audiobooks\A Christmas Carol\Audiobooks - 02 - A Christmas Carol - Staves 3 & 4.mp3
Audiobooks	Peter Pan	Peter Breaks Through	F:\Music\Audiobooks\Peter Pan\Audiobooks - 01 - Peter Breaks Through.mp3
Audiobooks	Peter Pan	The Shadow	F:\Music\Audiobooks\Peter Pan\Audiobooks - 02 - The Shadow.mp3
Audiobooks	Peter Pan	Come Away, Come Away!	F:\Music\Audiobooks\Peter Pan\Audiobooks - 03 - Come Away, Come Away!.mp3
Audiobooks	Peter Pan	The Flight	F:\Music\Audiobooks\Peter Pan\Audiobooks - 04 - The Flight.mp3
Audiobooks	Peter Pan	The Island Come True	F:\Music\Audiobooks\Peter Pan\Audiobooks - 05 - The Island Come True.mp3
Audiobooks	Peter Pan	The Little House	F:\Music\Audiobooks\Peter Pan\Audiobooks - 06 - The Little House.mp3
Audiobooks	Peter Pan	The Home Under the Ground	F:\Music\Audiobooks\Peter Pan\Audiobooks - 07 - The Home Under the Ground.mp3
Audiobooks	Peter Pan	The Mermaid's Lagoon	F:\Music\Audiobooks\Peter Pan\Audiobooks - 08 - The Mermaid's Lagoon.mp3
Audiobooks	Peter Pan	The Neverbird	F:\Music\Audiobooks\Peter Pan\Audiobooks - 09 - The Neverbird.mp3
Audiobooks	Peter Pan	The Happy Home	F:\Music\Audiobooks\Peter Pan\Audiobooks - 10 - The Happy Home.mp3
Audiobooks	Peter Pan	Wendy's Story	F:\Music\Audiobooks\Peter Pan\Audiobooks - 11 - Wendy's Story.mp3
Audiobooks	Peter Pan	The Children are Carried Off	F:\Music\Audiobooks\Peter Pan\Audiobooks - 12 - The Children are Carried Off.mp3
Audiobooks	Peter Pan	Do You Believe in Fairies?	F:\Music\Audiobooks\Peter Pan\Audiobooks - 13 - Do You Believe in Fairies_.mp3
Audiobooks	Peter Pan	The Pirate Ship	F:\Music\Audiobooks\Peter Pan\Audiobooks - 14 - The Pirate Ship.mp3
Audiobooks	Peter Pan	Hook or Me This time	F:\Music\Audiobooks\Peter Pan\Audiobooks - 15 - Hook or Me This time.mp3
Audiobooks	Peter Pan	The Return Home	F:\Music\Audiobooks\Peter Pan\Audiobooks - 16 - The Return Home.mp3
Audiobooks	Peter Pan	When Wendy Grew Up	F:\Music\Audiobooks\Peter Pan\Audiobooks - 17 - When Wendy Grew Up.mp3
Audiobooks	Readings by Scribbler	A Winter Stroll (Pipsqueak Dinky)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - A Winter Stroll (Pipsqueak Dinky).mp3
Audiobooks	Readings by Scribbler	Best Garden (romance - Rarity_Applejack)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - Best Garden (romance - Rarity_Applejack).mp3
Audiobooks	Readings by Scribbler	Big Macintosh, Derpy, And A Loud Mouth	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - Big Macintosh, Derpy, And A Loud Mouth.mp3
Audiobooks	Readings by Scribbler	Constellations (romance - Vinyl_Octavia)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - Constellations (romance - Vinyl_Octavia).mp3
Audiobooks	Readings by Scribbler	Derplicity (comedy slice-of-life fic)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - Derplicity (comedy slice-of-life fic).mp3
Audiobooks	Readings by Scribbler	Derpy's Protector (slice-of-life)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - Derpy's Protector (slice-of-life).mp3
Audiobooks	Readings by Scribbler	Doctor Whoof - First Impressions (comedy)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - Doctor Whoof - First Impressions (comedy).mp3
Audiobooks	Readings by Scribbler	Flying Lessons (comedy_slice-of-life)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - Flying Lessons (comedy_slice-of-life).mp3
Audiobooks	Readings by Scribbler	For the Sake of Tacos (slice-of-life _ romance - RainbowPie)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - For the Sake of Tacos (slice-of-life _ romance - RainbowPie).mp3
Audiobooks	Readings by Scribbler	Guardian of the Storm (slice-of-life)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - Guardian of the Storm (slice-of-life).mp3
Audiobooks	Readings by Scribbler	How to Handle a Rope (romance - Lyra_Bon-Bon)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - How to Handle a Rope (romance - Lyra_Bon-Bon).mp3
Audiobooks	Readings by Scribbler	I've Got My Mind Set On You (AppleDash)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - I've Got My Mind Set On You (AppleDash).mp3
Audiobooks	Readings by Scribbler	Just a Puddle (tragidark)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - Just a Puddle (tragidark).mp3
Audiobooks	Readings by Scribbler	Love, In All Its Forms (precanon sadfic)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - Love, In All Its Forms (precanon sadfic).mp3
Audiobooks	Readings by Scribbler	Octavia's Sonata (Vinyl_Octavia]	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - Octavia's Sonata (Vinyl_Octavia].mp3
Audiobooks	Readings by Scribbler	Oh My... Did I Misread the Signs (romcom - Fluttershy_everyone)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - Oh My... Did I Misread the Signs (romcom - Fluttershy_everyone).mp3
Audiobooks	Readings by Scribbler	One Bowl of Soup (sadfic _ slice-of-life)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - One Bowl of Soup (sadfic _ slice-of-life).mp3
Audiobooks	Readings by Scribbler	Storm (adventure, hurt_comfort, tragedy, friendship)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - Storm (adventure, hurt_comfort, tragedy, friendship).mp3
Audiobooks	Readings by Scribbler	The Lessons of Eternity (Twilight_Celestia)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - The Lessons of Eternity (Twilight_Celestia).mp3
Audiobooks	Readings by Scribbler	The Not So Odd Outcast (slice-of-life)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - The Not So Odd Outcast (slice-of-life).mp3
Audiobooks	Readings by Scribbler	Tomorrow Never Knows (Tragedy_Slice-of-Life)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - Tomorrow Never Knows (Tragedy_Slice-of-Life).mp3
Audiobooks	Readings by Scribbler	Treating Her Right (Romance - AppleDash)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - Treating Her Right (Romance - AppleDash).mp3
Audiobooks	Readings by Scribbler	Twilight Sparkle Plays With Dolls (comedy - saucy)	F:\Music\Audiobooks\Readings by Scribbler\Audiobooks - Twilight Sparkle Plays With Dolls (comedy - saucy).mp3
Augustana	All The Stars And Boulevards	Wasteland	F:\Music\Augustana\All The Stars And Boulevards\Augustana - 08 - Wasteland.mp3
Augustana	All The Stars And Boulevards	Boston	F:\Music\Augustana\All The Stars And Boulevards\Augustana - 11 - Boston.mp3
Avril Lavigne	Under My Skin	Nobody's home	F:\Music\Avril Lavigne\Under My Skin\Avril Lavigne - 07 - Nobody's home.mp3
Ayreon	01011001 (Disc 1) - Y	Age of Shadows	F:\Music\Ayreon\01011001 (Disc 1) - Y\Ayreon - 01 - Age of Shadows.mp3
Ayreon	01011001 (Disc 1) - Y	Comatose	F:\Music\Ayreon\01011001 (Disc 1) - Y\Ayreon - 02 - Comatose.mp3
Ayreon	01011001 (Disc 1) - Y	Liquid Eternity	F:\Music\Ayreon\01011001 (Disc 1) - Y\Ayreon - 03 - Liquid Eternity.mp3
Ayreon	01011001 (Disc 1) - Y	Connect the Dots	F:\Music\Ayreon\01011001 (Disc 1) - Y\Ayreon - 04 - Connect the Dots.mp3
Ayreon	01011001 (Disc 1) - Y	Beneath the Waves	F:\Music\Ayreon\01011001 (Disc 1) - Y\Ayreon - 05 - Beneath the Waves.mp3
Ayreon	01011001 (Disc 1) - Y	Newborn Race	F:\Music\Ayreon\01011001 (Disc 1) - Y\Ayreon - 06 - Newborn Race.mp3
Ayreon	01011001 (Disc 1) - Y	Ride the Comet	F:\Music\Ayreon\01011001 (Disc 1) - Y\Ayreon - 07 - Ride the Comet.mp3
Ayreon	01011001 (Disc 1) - Y	Web of Lies	F:\Music\Ayreon\01011001 (Disc 1) - Y\Ayreon - 08 - Web of Lies.mp3
Ayreon	01011001 (Disc 2) - Earth	The Fifth Extinction	F:\Music\Ayreon\01011001 (Disc 2) - Earth\Ayreon - 01 - The Fifth Extinction.mp3
Ayreon	01011001 (Disc 2) - Earth	Waking Dreams	F:\Music\Ayreon\01011001 (Disc 2) - Earth\Ayreon - 02 - Waking Dreams.mp3
Ayreon	01011001 (Disc 2) - Earth	The Truth is in Here	F:\Music\Ayreon\01011001 (Disc 2) - Earth\Ayreon - 03 - The Truth is in Here.mp3
Ayreon	01011001 (Disc 2) - Earth	Unnatural Selection	F:\Music\Ayreon\01011001 (Disc 2) - Earth\Ayreon - 04 - Unnatural Selection.mp3
Ayreon	01011001 (Disc 2) - Earth	River of Time	F:\Music\Ayreon\01011001 (Disc 2) - Earth\Ayreon - 05 - River of Time.mp3
Ayreon	01011001 (Disc 2) - Earth	E=mc2	F:\Music\Ayreon\01011001 (Disc 2) - Earth\Ayreon - 06 - E=mc2.mp3
Ayreon	01011001 (Disc 2) - Earth	The Sixth Extinction	F:\Music\Ayreon\01011001 (Disc 2) - Earth\Ayreon - 07 - The Sixth Extinction.mp3
Ayreon	Actual Fantasy	Actual Fantasy	F:\Music\Ayreon\Actual Fantasy\Ayreon - 01 - Actual Fantasy.mp3
Ayreon	Actual Fantasy	Abbey Of Synn	F:\Music\Ayreon\Actual Fantasy\Ayreon - 02 - Abbey Of Synn.mp3
Ayreon	Actual Fantasy	The Stranger From Nothing	F:\Music\Ayreon\Actual Fantasy\Ayreon - 03 - The Stranger From Nothing.mp3
Ayreon	Actual Fantasy	The Stranger From Within	F:\Music\Ayreon\Actual Fantasy\Ayreon - 03 - The Stranger From Within.mp3
Ayreon	Actual Fantasy	Computer Eyes	F:\Music\Ayreon\Actual Fantasy\Ayreon - 04 - Computer Eyes.mp3
Ayreon	Actual Fantasy	Beyond The Last Horizons	F:\Music\Ayreon\Actual Fantasy\Ayreon - 05 - Beyond The Last Horizons.mp3
Ayreon	Actual Fantasy	Farside Of The World	F:\Music\Ayreon\Actual Fantasy\Ayreon - 06 - Farside Of The World.mp3
Ayreon	Actual Fantasy	Back On The Planet Earth	F:\Music\Ayreon\Actual Fantasy\Ayreon - 07 - Back On The Planet Earth.mp3
Ayreon	Actual Fantasy	Forevermore	F:\Music\Ayreon\Actual Fantasy\Ayreon - 08 - Forevermore.mp3
Ayreon	Into the Electric Castle (Disc 1)	Welcome To The New Dimension	F:\Music\Ayreon\Into the Electric Castle (Disc 1)\Ayreon - 01 - Welcome To The New Dimension.mp3
Ayreon	Into the Electric Castle (Disc 1)	Isis And Osiris	F:\Music\Ayreon\Into the Electric Castle (Disc 1)\Ayreon - 02 - Isis And Osiris.mp3
Ayreon	Into the Electric Castle (Disc 1)	Amazing Flight	F:\Music\Ayreon\Into the Electric Castle (Disc 1)\Ayreon - 03 - Amazing Flight.mp3
Ayreon	Into the Electric Castle (Disc 1)	Time Beyond Time	F:\Music\Ayreon\Into the Electric Castle (Disc 1)\Ayreon - 04 - Time Beyond Time.mp3
Ayreon	Into the Electric Castle (Disc 1)	The Decision Tree (We're Alive)	F:\Music\Ayreon\Into the Electric Castle (Disc 1)\Ayreon - 05 - The Decision Tree (We're Alive).mp3
Ayreon	Into the Electric Castle (Disc 1)	Tunnel Of Light	F:\Music\Ayreon\Into the Electric Castle (Disc 1)\Ayreon - 06 - Tunnel Of Light.mp3
Ayreon	Into the Electric Castle (Disc 1)	Across The Rainbow Bridge	F:\Music\Ayreon\Into the Electric Castle (Disc 1)\Ayreon - 07 - Across The Rainbow Bridge.mp3
Ayreon	Into the Electric Castle (Disc 2)	The Garden Of Emotions	F:\Music\Ayreon\Into the Electric Castle (Disc 2)\Ayreon - 01 - The Garden Of Emotions.mp3
Ayreon	Into the Electric Castle (Disc 2)	Valley Of The Queens	F:\Music\Ayreon\Into the Electric Castle (Disc 2)\Ayreon - 02 - Valley Of The Queens.mp3
Ayreon	Into the Electric Castle (Disc 2)	The Castle Hall	F:\Music\Ayreon\Into the Electric Castle (Disc 2)\Ayreon - 03 - The Castle Hall.mp3
Ayreon	Into the Electric Castle (Disc 2)	Tower Of Hope	F:\Music\Ayreon\Into the Electric Castle (Disc 2)\Ayreon - 04 - Tower Of Hope.mp3
Ayreon	Into the Electric Castle (Disc 2)	Cosmic Fusion	F:\Music\Ayreon\Into the Electric Castle (Disc 2)\Ayreon - 05 - Cosmic Fusion.mp3
Ayreon	Into the Electric Castle (Disc 2)	The Mirror Maze	F:\Music\Ayreon\Into the Electric Castle (Disc 2)\Ayreon - 06 - The Mirror Maze.mp3
Ayreon	Into the Electric Castle (Disc 2)	Evil Devolution	F:\Music\Ayreon\Into the Electric Castle (Disc 2)\Ayreon - 07 - Evil Devolution.mp3
Ayreon	Into the Electric Castle (Disc 2)	The Two Gates	F:\Music\Ayreon\Into the Electric Castle (Disc 2)\Ayreon - 08 - The Two Gates.mp3
Ayreon	Into the Electric Castle (Disc 2)	Forever Of The Stars	F:\Music\Ayreon\Into the Electric Castle (Disc 2)\Ayreon - 09 - Forever Of The Stars.mp3
Ayreon	Into the Electric Castle (Disc 2)	Another Time, Another Space	F:\Music\Ayreon\Into the Electric Castle (Disc 2)\Ayreon - 10 - Another Time, Another Space.mp3
Ayreon	The Human Equation	Day One: Vigil	F:\Music\Ayreon\The Human Equation\Ayreon - 01 - Day One_ Vigil.mp3
Ayreon	The Human Equation	Day Two: Isolation	F:\Music\Ayreon\The Human Equation\Ayreon - 02 - Day Two_ Isolation.mp3
Ayreon	The Human Equation	Day Three: Pain	F:\Music\Ayreon\The Human Equation\Ayreon - 03 - Day Three_ Pain.mp3
Ayreon	The Human Equation	Day Four: Mystery	F:\Music\Ayreon\The Human Equation\Ayreon - 04 - Day Four_ Mystery.mp3
Ayreon	The Human Equation	Day Five: Voices	F:\Music\Ayreon\The Human Equation\Ayreon - 05 - Day Five_ Voices.mp3
Ayreon	The Human Equation	Day Six: Childhood	F:\Music\Ayreon\The Human Equation\Ayreon - 06 - Day Six_ Childhood.mp3
Ayreon	The Human Equation	Day Seven: Hope	F:\Music\Ayreon\The Human Equation\Ayreon - 07 - Day Seven_ Hope.mp3
Ayreon	The Human Equation	Day Eight: School	F:\Music\Ayreon\The Human Equation\Ayreon - 08 - Day Eight_ School.mp3
Ayreon	The Human Equation	Day Nine: Playground	F:\Music\Ayreon\The Human Equation\Ayreon - 09 - Day Nine_ Playground.mp3
Ayreon	The Human Equation	Day Ten: Memories	F:\Music\Ayreon\The Human Equation\Ayreon - 10 - Day Ten_ Memories.mp3
Ayreon	The Human Equation	Day Eleven: Love	F:\Music\Ayreon\The Human Equation\Ayreon - 11 - Day Eleven_ Love.mp3
Ayreon	The Human Equation	Day Twelve: Trauma	F:\Music\Ayreon\The Human Equation\Ayreon - 12 - Day Twelve_ Trauma.mp3
Ayreon	The Human Equation	Day Thirteen: Sign	F:\Music\Ayreon\The Human Equation\Ayreon - 13 - Day Thirteen_ Sign.mp3
Ayreon	The Human Equation	Day Fourteen: Pride	F:\Music\Ayreon\The Human Equation\Ayreon - 14 - Day Fourteen_ Pride.mp3
Ayreon	The Human Equation	Day Fifteen: Betrayal	F:\Music\Ayreon\The Human Equation\Ayreon - 15 - Day Fifteen_ Betrayal.mp3
Ayreon	The Human Equation	Day Sixteen: Loser	F:\Music\Ayreon\The Human Equation\Ayreon - 16 - Day Sixteen_ Loser.mp3
Ayreon	The Human Equation	Day Seventeen: Accident?	F:\Music\Ayreon\The Human Equation\Ayreon - 17 - Day Seventeen_ Accident_.mp3
Ayreon	The Human Equation	Day Eighteen: Realization	F:\Music\Ayreon\The Human Equation\Ayreon - 18 - Day Eighteen_ Realization.mp3
Ayreon	The Human Equation	Day Nineteen: Disclosure	F:\Music\Ayreon\The Human Equation\Ayreon - 19 - Day Nineteen_ Disclosure.mp3
Ayreon	The Human Equation	Day Twenty: Confrontation	F:\Music\Ayreon\The Human Equation\Ayreon - 20 - Day Twenty_ Confrontation.mp3
Ayreon	The Theory of Everything (Disc 1)	Prologue: The Blackboard	F:\Music\Ayreon\The Theory of Everything (Disc 1)\Ayreon - 01 - Prologue_ The Blackboard.mp3
Ayreon	The Theory of Everything (Disc 1)	The Theory of Everything, Pt. 1	F:\Music\Ayreon\The Theory of Everything (Disc 1)\Ayreon - 02 - The Theory of Everything, Pt. 1.mp3
Ayreon	The Theory of Everything (Disc 1)	Patterns	F:\Music\Ayreon\The Theory of Everything (Disc 1)\Ayreon - 03 - Patterns.mp3
Ayreon	The Theory of Everything (Disc 1)	The Prodigy's World	F:\Music\Ayreon\The Theory of Everything (Disc 1)\Ayreon - 04 - The Prodigy's World.mp3
Ayreon	The Theory of Everything (Disc 1)	The Teacher's Discovery	F:\Music\Ayreon\The Theory of Everything (Disc 1)\Ayreon - 05 - The Teacher's Discovery.mp3
Ayreon	The Theory of Everything (Disc 1)	Love and Envy	F:\Music\Ayreon\The Theory of Everything (Disc 1)\Ayreon - 06 - Love and Envy.mp3
